source_row,submission_id,submission_uuid,education,edu_masters_raw,religion_raw,form_version,qc_unknown_codes,qc_required_missing,qc_skip_conflicts,qc_applicable_missing,ward_raw,local_government_raw,qc_age,qc_eligibility,qc_ward,qc_location_numeric,qc_gps,qc_education_routing,qc_duplicate_id,qc_duplicate_uuid,ms_screener,ms_gender_other,ms_edu_school,ms_edu_plus2,ms_edu_bachelors,ms_edu_masters,ms_religion,ms_family_returned,ms_abroad_purpose,ms_nepal_plan,ms_q2_4,ms_q2_4_1,ms_q2_4_1_other,ms_q2_5,ms_q2_5_1,ms_q2_5_1_other,ms_q2_6,ms_q2_6_1,ms_q2_6_1_other,ms_q2_7_1,qc_review
2,843605455,df2b2086-4b87-476a-bed6-a80c0bf1b6eb,Bachelors 2nd year,,1,vpbFT9pkYfFQQ9Vck8AQdu,0,0,0,0,2,Mahalaxmi nagar palika ,No,No,No,No,No,No,0,0,Answered,Missing: outside form routing,Answered,Answered,Missing: outside form routing,Missing: outside form routing,Answered,Answered,Answered,Missing: outside form routing,Missing: outside form routing,Missing: outside form routing,Missing: outside form routing,Missing: outside form routing,Missing: outside form routing,Missing: outside form routing,Missing: outside form routing,Missing: outside form routing,Missing: outside form routing,Missing: outside form routing,No
3,843824313,97233793-ad38-438d-ab54-7fbc340f4ad7,Masters 2nd year,,1,vpbFT9pkYfFQQ9Vck8AQdu,0,0,1,0,8,Chandragiri,No,No,No,No,No,Yes,0,0,Answered,Missing: outside form routing,Answered,Answered,Answered,Missing: outside form routing,Answered,Answered,Answered,Missing: outside form routing,Answered,Answered,Answered,Answered outside form routing,Answered,Answered,Answered,Answered,Answered,Missing: outside form routing,Yes
4,843824334,80e5b217-4fd5-46c6-961c-2f464549e2be,Masters 2nd year,,1,vpbFT9pkYfFQQ9Vck8AQdu,0,0,0,0,8,Chandragiri,No,No,No,No,No,Yes,0,0,Answered,Missing: outside form routing,Answered,Answered,Answered,Missing: outside form routing,Answered,Answered,Missing: outside form routing,Answered,Answered,Missing: outside form routing,Missing: outside form routing,Answered,Missing: outside form routing,Missing: outside form routing,Answered,Missing: outside form routing,Missing: outside form routing,Missing: outside form routing,Yes
5,843980253,f36308cf-9504-439e-98ae-5210c2687226,Bachelors 3rd year,,1,vpbFT9pkYfFQQ9Vck8AQdu,0,0,0,0,8,Mahalaxmi municipality,No,No,No,No,No,No,0,0,Answered,Missing: outside form routing,Answered,Answered,Missing: outside form routing,Missing: outside form routing,Answered,Missing: outside form routing,Missing: outside form routing,Answered,Missing: outside form routing,Missing: outside form routing,Missing: outside form routing,Missing: outside form routing,Missing: outside form routing,Missing: outside form routing,Missing: outside form routing,Missing: outside form routing,Missing: outside form routing,Answered,No
6,843980262,88c77ef5-fdb0-4f77-a4ba-bee6a1666874,Bachelors 3rd year,,1,vpbFT9pkYfFQQ9Vck8AQdu,0,0,1,0,8,Mahalaxmi municipality,No,No,No,No,No,No,0,0,Answered,Missing: outside form routing,Answered,Answered,Missing: outside form routing,Missing: outside form routing,Answered,Missing: outside form routing,Missing: outside form routing,Answered,Answered,Answered,Answered,Answered outside form routing,Answered,Answered,Answered,Missing: outside form routing,Missing: outside form routing,Missing: outside form routing,Yes
7,844023026,de385d9b-8a9d-4193-a99c-24c141c74173,Bachelors 2nd year,,1,vpbFT9pkYfFQQ9Vck8AQdu,0,0,0,0,8,Chandraguri municipality ,No,No,No,No,No,No,0,0,Answered,Missing: outside form routing,Answered,Answered,Missing: outside form routing,Missing: outside form routing,Answered,Missing: outside form routing,Missing: outside form routing,Answered,Missing: outside form routing,Missing: outside form routing,Missing: outside form routing,Missing: outside form routing,Missing: outside form routing,Missing: outside form routing,Missing: outside form routing,Missing: outside form routing,Missing: outside form routing,Missing: outside form routing,No
8,844023058,c51f6c85-c2cb-45cc-b40b-bb3b6493b41a,Bachelors 1st year,,1,vpbFT9pkYfFQQ9Vck8AQdu,0,0,0,0,8,Chandraguri municipality ,No,No,No,No,No,No,0,0,Answered,Missing: outside form routing,Answered,Answered,Missing: outside form routing,Missing: outside form routing,Answered,Answered,Answered,Missing: outside form routing,Missing: outside form routing,Missing: outside form routing,Missing: outside form routing,Missing: outside form routing,Missing: outside form routing,Missing: outside form routing,Missing: outside form routing,Missing: outside form routing,Missing: outside form routing,Missing: outside form routing,No
9,844062356,c349c357-0053-4114-a29e-d4ece6e0b156,Bachelors 1st year,,1,vpbFT9pkYfFQQ9Vck8AQdu,0,0,0,0,31,Kathmandu,No,No,No,No,No,No,0,0,Answered,Missing: outside form routing,Answered,Answered,Missing: outside form routing,Missing: outside form routing,Answered,Missing: outside form routing,Missing: outside form routing,Answered,Missing: outside form routing,Missing: outside form routing,Missing: outside form routing,Missing: outside form routing,Missing: outside form routing,Missing: outside form routing,Missing: outside form routing,Missing: outside form routing,Missing: outside form routing,Missing: outside form routing,No
10,844062375,6e5d1577-5578-4db6-b8f2-ea3ac5dc28fc,Masters 1st year,2,1,vpbFT9pkYfFQQ9Vck8AQdu,0,0,0,0,31,Kathmandu,No,No,No,No,No,No,0,0,Answered,Missing: outside form routing,Answered,Answered,Answered,Answered,Answered,Missing: outside form routing,Missing: outside form routing,Answered,Answered,Missing: outside form routing,Missing: outside form routing,Answered,Missing: outside form routing,Missing: outside form routing,Answered,Missing: outside form routing,Missing: outside form routing,Missing: outside form routing,No
11,844077458,a3f5272f-4950-4cad-8882-be30d5b61ef3,Bachelors 4th year,,1,vpbFT9pkYfFQQ9Vck8AQdu,0,0,1,0,5,Kirtipur nagarpalika,No,No,No,No,No,No,0,0,Answered,Missing: outside form routing,Answered,Answered,Missing: outside form routing,Missing: outside form routing,Answered,Missing: outside form routing,Answered,Missing: outside form routing,Answered,Answered,Answered,Answered outside form routing,Answered,Answered,Answered,Answered,Answered,Missing: outside form routing,Yes
12,844077470,69b5b382-844c-4a1a-bd94-f25f30561659,Bachelors 3rd year,,1,vpbFT9pkYfFQQ9Vck8AQdu,0,0,1,0,9,kirtipur,No,No,No,No,No,No,0,0,Answered,Missing: outside form routing,Answered,Answered,Missing: outside form routing,Missing: outside form routing,Answered,Missing: outside form routing,Missing: outside form routing,Answered,Answered,Answered,Answered,Answered outside form routing,Answered,Answered,Answered,Answered,Answered,Missing: outside form routing,Yes
13,844077481,4400667b-3dce-4abf-b8d3-ba85f4a53b00,Masters 1st year,2,1,vpbFT9pkYfFQQ9Vck8AQdu,0,0,0,0,9,Kirtipur,No,No,No,No,No,No,0,0,Answered,Missing: outside form routing,Answered,Answered,Answered,Answered,Answered,Missing: outside form routing,Missing: outside form routing,Missing: outside form routing,Answered,Missing: outside form routing,Missing: outside form routing,Answered,Missing: outside form routing,Missing: outside form routing,Answered,Missing: outside form routing,Missing: outside form routing,Missing: outside form routing,No
14,844108030,b92f12e3-d078-4145-bd21-55f23e5d7961,Bachelors 2nd year,,1,vpbFT9pkYfFQQ9Vck8AQdu,0,0,1,0,६,तारकेश्वर नगरपालिका,No,No,No,No,No,No,0,0,Answered,Missing: outside form routing,Answered,Answered,Missing: outside form routing,Missing: outside form routing,Answered,Answered,Missing: outside form routing,Answered,Answered,Answered,Answered,Answered outside form routing,Answered,Answered,Answered,Answered,Answered,Missing: outside form routing,Yes
15,844108047,20553944-6765-49ab-a8d3-befc7957a33c,Bachelors 4th year,,1,vpbFT9pkYfFQQ9Vck8AQdu,0,0,1,0,२४,काठमाडौं महानगरपालिका,No,No,No,No,No,No,0,0,Answered,Missing: outside form routing,Answered,Answered,Missing: outside form routing,Missing: outside form routing,Answered,Missing: outside form routing,Answered,Missing: outside form routing,Answered,Answered,Answered,Answered outside form routing,Missing: outside form routing,Missing: outside form routing,Answered,Missing: outside form routing,Missing: outside form routing,Missing: outside form routing,Yes
16,844137526,5375d710-2110-4bda-9b81-2ccf3bb348a1,Masters 2nd year,,1,vpbFT9pkYfFQQ9Vck8AQdu,0,0,0,0,2,Mahalaxmi,No,No,No,No,No,Yes,0,0,Answered,Missing: outside form routing,Answered,Answered,Answered,Missing: outside form routing,Answered,Missing: outside form routing,Missing: outside form routing,Answered,Answered,Missing: outside form routing,Missing: outside form routing,Answered,Missing: outside form routing,Missing: outside form routing,Answered,Missing: outside form routing,Missing: outside form routing,Missing: outside form routing,Yes
17,844194813,4b4360ad-2f9e-4d12-97fc-a514427385ba,Bachelors 3rd year,,1,vpbFT9pkYfFQQ9Vck8AQdu,0,0,0,0,7,Tarkeshwor,No,No,No,No,No,No,0,0,Answered,Missing: outside form routing,Answered,Answered,Missing: outside form routing,Missing: outside form routing,Answered,Answered,Answered,Missing: outside form routing,Answered,Missing: outside form routing,Missing: outside form routing,Answered,Missing: outside form routing,Missing: outside form routing,Answered,Missing: outside form routing,Missing: outside form routing,Missing: outside form routing,No
18,844194829,6e12c979-fcc5-4d30-8648-1da06234222d,Masters 1st year,2,,vpbFT9pkYfFQQ9Vck8AQdu,0,0,0,0,7,Tarkeshwor,No,No,No,No,No,No,0,0,Answered,Missing: outside form routing,Answered,Answered,Answered,Answered,Missing: outside form routing,Missing: outside form routing,Answered,Missing: outside form routing,Answered,Missing: outside form routing,Missing: outside form routing,Answered,Answered,Missing: outside form routing,Answered,Missing: outside form routing,Missing: outside form routing,Missing: outside form routing,No
19,844224790,0c482568-8e82-4253-ba21-552ebde99c22,Bachelors 3rd year,,1,vpbFT9pkYfFQQ9Vck8AQdu,0,0,0,0,8,Mahalaxmi,No,No,No,No,No,No,0,0,Answered,Missing: outside form routing,Answered,Answered,Missing: outside form routing,Missing: outside form routing,Answered,Answered,Missing: outside form routing,Answered,Missing: outside form routing,Missing: outside form routing,Missing: outside form routing,Missing: outside form routing,Missing: outside form routing,Missing: outside form routing,Missing: outside form routing,Missing: outside form routing,Missing: outside form routing,Missing: outside form routing,No
20,844224812,5cf5a651-8ad4-4403-853d-4aa8f00bdcbf,Bachelors 3rd year,,1,vpbFT9pkYfFQQ9Vck8AQdu,0,0,0,0,8,Mahalaxmi,No,No,No,No,No,No,0,0,Answered,Missing: outside form routing,Answered,Answered,Missing: outside form routing,Missing: outside form routing,Answered,Answered,Missing: outside form routing,Answered,Missing: outside form routing,Missing: outside form routing,Missing: outside form routing,Missing: outside form routing,Missing: outside form routing,Missing: outside form routing,Missing: outside form routing,Missing: outside form routing,Missing: outside form routing,Missing: outside form routing,No
21,844232761,a1fb0957-63a9-4af6-a860-78cee87458fb,Bachelors 1st year,,1,vpbFT9pkYfFQQ9Vck8AQdu,0,0,0,0,8,Banepa,No,No,No,No,No,No,0,0,Answered,Missing: outside form routing,Answered,Answered,Missing: outside form routing,Missing: outside form routing,Answered,Missing: outside form routing,Answered,Missing: outside form routing,Missing: outside form routing,Missing: outside form routing,Missing: outside form routing,Missing: outside form routing,Missing: outside form routing,Missing: outside form routing,Missing: outside form routing,Missing: outside form routing,Missing: outside form routing,Missing: outside form routing,No
22,844232770,9be818fc-325e-4b14-a2a5-ac8125e39ff6,Bachelors 3rd year,,1,vpbFT9pkYfFQQ9Vck8AQdu,0,0,0,0,8,Banepa,No,No,No,No,No,No,0,0,Answered,Missing: outside form routing,Answered,Answered,Missing: outside form routing,Missing: outside form routing,Answered,Missing: outside form routing,Missing: outside form routing,Answered,Missing: outside form routing,Missing: outside form routing,Missing: outside form routing,Missing: outside form routing,Missing: outside form routing,Missing: outside form routing,Missing: outside form routing,Missing: outside form routing,Missing: outside form routing,Missing: outside form routing,No
23,844261262,0755def5-b16d-4ee5-b6a5-a425f7635db5,Bachelors 4th year,,41,vpbFT9pkYfFQQ9Vck8AQdu,0,0,1,0,९,Tokha,No,No,No,No,No,No,0,0,Answered,Missing: outside form routing,Answered,Answered,Missing: outside form routing,Missing: outside form routing,Answered,Answered,Answered,Missing: outside form routing,Answered,Answered,Answered,Answered outside form routing,Answered,Answered,Answered,Answered,Answered,Missing: outside form routing,Yes
24,844261278,8eee327a-14c3-4c15-ab40-76d5b2ab8d52,Bachelors 3rd year,,1,vpbFT9pkYfFQQ9Vck8AQdu,0,0,1,0,९,Tokha,No,No,No,No,No,No,0,0,Answered,Missing: outside form routing,Answered,Answered,Missing: outside form routing,Missing: outside form routing,Answered,Missing: outside form routing,Missing: outside form routing,Answered,Answered,Answered,Missing: outside form routing,Answered outside form routing,Answered,Missing: outside form routing,Answered,Answered,Missing: outside form routing,Missing: outside form routing,Yes
25,844851546,c9369032-42a8-44a4-bf75-0752b37848fb,Bachelors 3rd year,,1,vpbFT9pkYfFQQ9Vck8AQdu,0,0,0,0,2,Mahalaxmi ,No,No,No,No,No,No,0,0,Answered,Missing: outside form routing,Answered,Answered,Missing: outside form routing,Missing: outside form routing,Answered,Missing: outside form routing,Missing: outside form routing,Answered,Missing: outside form routing,Missing: outside form routing,Missing: outside form routing,Missing: outside form routing,Missing: outside form routing,Missing: outside form routing,Missing: outside form routing,Missing: outside form routing,Missing: outside form routing,Missing: outside form routing,No
26,844886684,7be793fd-e697-47fc-9ca1-5e6360f2e7c2,Masters 2nd year,,1,vpbFT9pkYfFQQ9Vck8AQdu,0,0,0,0,10,Lalitpur,No,No,No,No,No,Yes,0,0,Answered,Missing: outside form routing,Answered,Answered,Answered,Missing: outside form routing,Answered,Answered,Answered,Missing: outside form routing,Answered,Missing: outside form routing,Missing: outside form routing,Answered,Missing: outside form routing,Missing: outside form routing,Answered,Missing: outside form routing,Missing: outside form routing,Missing: outside form routing,Yes
27,844886696,da8b36e7-6245-4df1-a607-d070254dfa3b,Bachelors 1st year,,1,vpbFT9pkYfFQQ9Vck8AQdu,0,0,0,0,11,Lalitpur,No,No,No,No,No,No,0,0,Answered,Missing: outside form routing,Answered,Answered,Missing: outside form routing,Missing: outside form routing,Answered,Missing: outside form routing,Missing: outside form routing,Missing: outside form routing,Missing: outside form routing,Missing: outside form routing,Missing: outside form routing,Missing: outside form routing,Missing: outside form routing,Missing: outside form routing,Missing: outside form routing,Missing: outside form routing,Missing: outside form routing,Missing: outside form routing,No
28,844905104,b3dd78ef-8d16-4d7c-a7ae-20e9afaa069d,Bachelors 1st year,,1,vpbFT9pkYfFQQ9Vck8AQdu,0,0,0,0,7,Mahalaxmi,No,No,No,No,No,No,0,0,Answered,Missing: outside form routing,Answered,Answered,Missing: outside form routing,Missing: outside form routing,Answered,Missing: outside form routing,Answered,Missing: outside form routing,Missing: outside form routing,Missing: outside form routing,Missing: outside form routing,Missing: outside form routing,Missing: outside form routing,Missing: outside form routing,Missing: outside form routing,Missing: outside form routing,Missing: outside form routing,Answered,No
29,844905133,17f47a7b-90b6-45e0-8ca5-e6bf154a89e6,Bachelors 1st year,,1,vpbFT9pkYfFQQ9Vck8AQdu,0,0,0,0,11,Lalitpur,No,No,No,No,No,No,0,0,Answered,Missing: outside form routing,Answered,Answered,Missing: outside form routing,Missing: outside form routing,Answered,Answered,Missing: outside form routing,Answered,Missing: outside form routing,Missing: outside form routing,Missing: outside form routing,Missing: outside form routing,Missing: outside form routing,Missing: outside form routing,Missing: outside form routing,Missing: outside form routing,Missing: outside form routing,Missing: outside form routing,No
30,844905145,b0d57189-177f-49a4-99fe-975daff7ff6a,Bachelors 3rd year,,3,vpbFT9pkYfFQQ9Vck8AQdu,0,0,0,0,7,Mahalaxmi,No,No,No,No,No,No,0,0,Answered,Missing: outside form routing,Answered,Answered,Missing: outside form routing,Missing: outside form routing,Answered,Answered,Missing: outside form routing,Answered,Missing: outside form routing,Missing: outside form routing,Missing: outside form routing,Missing: outside form routing,Missing: outside form routing,Missing: outside form routing,Missing: outside form routing,Missing: outside form routing,Missing: outside form routing,Answered,No
31,844917161,00c469c9-5773-4d9f-b0dc-b8551f095f87,Bachelors 1st year,,1,vpbFT9pkYfFQQ9Vck8AQdu,0,0,0,0,8,Chandraguri municipality ,No,No,No,No,No,No,0,0,Answered,Missing: outside form routing,Answered,Answered,Missing: outside form routing,Missing: outside form routing,Answered,Answered,Missing: outside form routing,Missing: outside form routing,Missing: outside form routing,Missing: outside form routing,Missing: outside form routing,Missing: outside form routing,Missing: outside form routing,Missing: outside form routing,Missing: outside form routing,Missing: outside form routing,Missing: outside form routing,Missing: outside form routing,No
32,844917177,d4c81704-106e-4426-ab62-3dc1ff844a62,Masters 1st year,2,1,vpbFT9pkYfFQQ9Vck8AQdu,0,0,0,0,12,Chandraguri municipality,No,No,No,No,No,No,0,0,Answered,Missing: outside form routing,Answered,Answered,Answered,Answered,Answered,Missing: outside form routing,Answered,Missing: outside form routing,Answered,Missing: outside form routing,Missing: outside form routing,Answered,Missing: outside form routing,Missing: outside form routing,Answered,Missing: outside form routing,Missing: outside form routing,Missing: outside form routing,No
33,844967441,881d8b84-f48c-4d0e-897d-b0528dc6ac5e,Bachelors 4th year,,1,vpbFT9pkYfFQQ9Vck8AQdu,0,0,0,0,12,Chandragiri,No,No,No,No,No,No,0,0,Answered,Missing: outside form routing,Answered,Answered,Missing: outside form routing,Missing: outside form routing,Answered,Missing: outside form routing,Answered,Missing: outside form routing,Answered,Missing: outside form routing,Missing: outside form routing,Answered,Answered,Missing: outside form routing,Answered,Missing: outside form routing,Missing: outside form routing,Missing: outside form routing,No
34,844967464,41f31e60-a165-47b9-87ab-b6d8737a5792,Bachelors 1st year,,1,vpbFT9pkYfFQQ9Vck8AQdu,0,0,0,0,12,Chandragiri,No,No,No,No,No,No,0,0,Answered,Missing: outside form routing,Answered,Answered,Missing: outside form routing,Missing: outside form routing,Answered,Answered,Missing: outside form routing,Answered,Missing: outside form routing,Missing: outside form routing,Missing: outside form routing,Missing: outside form routing,Missing: outside form routing,Missing: outside form routing,Missing: outside form routing,Missing: outside form routing,Missing: outside form routing,Missing: outside form routing,No
35,845026493,4f4cc3a1-8090-4683-89d7-88bc113a90d4,Bachelors 1st year,,1,vpbFT9pkYfFQQ9Vck8AQdu,0,0,0,0,5,kirtipur,No,No,No,No,No,No,0,0,Answered,Missing: outside form routing,Answered,Answered,Missing: outside form routing,Missing: outside form routing,Answered,Missing: outside form routing,Missing: outside form routing,Answered,Missing: outside form routing,Missing: outside form routing,Missing: outside form routing,Missing: outside form routing,Missing: outside form routing,Missing: outside form routing,Missing: outside form routing,Missing: outside form routing,Missing: outside form routing,Missing: outside form routing,No
36,845026541,b7150c05-4813-4902-b3b9-72401d95f599,Bachelors 1st year,,1,vpbFT9pkYfFQQ9Vck8AQdu,0,0,0,0,5,Kirtipur,No,No,No,No,No,No,0,0,Answered,Missing: outside form routing,Answered,Answered,Missing: outside form routing,Missing: outside form routing,Answered,Missing: outside form routing,Missing: outside form routing,Answered,Missing: outside form routing,Missing: outside form routing,Missing: outside form routing,Missing: outside form routing,Missing: outside form routing,Missing: outside form routing,Missing: outside form routing,Missing: outside form routing,Missing: outside form routing,Missing: outside form routing,No
37,845090535,4b0ff1fd-eeb3-41a3-9402-0bdc6406379a,Bachelors 1st year,,3,vpbFT9pkYfFQQ9Vck8AQdu,0,0,0,0,6,Tokha,No,No,No,No,No,No,0,0,Answered,Missing: outside form routing,Answered,Answered,Missing: outside form routing,Missing: outside form routing,Answered,Answered,Answered,Missing: outside form routing,Missing: outside form routing,Missing: outside form routing,Missing: outside form routing,Missing: outside form routing,Missing: outside form routing,Missing: outside form routing,Missing: outside form routing,Missing: outside form routing,Missing: outside form routing,Answered,No
38,845090545,0ef214fe-58fc-4d60-966f-710472bc1e2d,Bachelors 2nd year,,1,vpbFT9pkYfFQQ9Vck8AQdu,0,0,0,1,,Tokha,No,No,No,No,No,No,0,0,Answered,Missing: outside form routing,Answered,Answered,Missing: outside form routing,Missing: outside form routing,Answered,Missing: outside form routing,Missing: outside form routing,Missing: outside form routing,Answered,Missing: outside form routing,Missing: outside form routing,Answered,Missing: outside form routing,Missing: outside form routing,Answered,Missing: outside form routing,Missing: outside form routing,Missing: outside form routing,No
39,845180654,b08172bc-2e7b-4989-a057-07242ac2b98d,Bachelors 3rd year,,1,vpbFT9pkYfFQQ9Vck8AQdu,0,0,0,0,2,Mahalaxmi nagar palika,No,No,No,No,No,No,0,0,Answered,Missing: outside form routing,Answered,Answered,Missing: outside form routing,Missing: outside form routing,Answered,Answered,Missing: outside form routing,Missing: outside form routing,Answered,Missing: outside form routing,Missing: outside form routing,Answered,Missing: outside form routing,Missing: outside form routing,Answered,Missing: outside form routing,Missing: outside form routing,Missing: outside form routing,No
40,845193135,c5ee8937-0501-438f-83ec-e57baa6055d7,Masters 1st year,2,1,vpbFT9pkYfFQQ9Vck8AQdu,0,0,0,0,७,Tokha,No,No,No,No,No,No,0,0,Answered,Missing: outside form routing,Answered,Answered,Answered,Answered,Answered,Missing: outside form routing,Missing: outside form routing,Answered,Answered,Missing: outside form routing,Missing: outside form routing,Answered,Missing: outside form routing,Missing: outside form routing,Answered,Missing: outside form routing,Missing: outside form routing,Missing: outside form routing,No
41,845193141,7a4e4ca0-d6b6-48d2-92bf-c98cd9888e20,Bachelors 4th year,,1,vpbFT9pkYfFQQ9Vck8AQdu,0,0,1,0,७,Tokha,No,No,No,No,No,No,0,0,Answered,Missing: outside form routing,Answered,Answered,Missing: outside form routing,Missing: outside form routing,Answered,Answered,Missing: outside form routing,Missing: outside form routing,Answered,Answered,Answered,Answered outside form routing,Answered,Answered,Answered,Answered,Answered,Missing: outside form routing,Yes
42,845193389,014b8013-f217-4b58-9c06-811e5aa5c427,Masters 2nd year,,1,vpbFT9pkYfFQQ9Vck8AQdu,0,0,0,0,31,Kathmandu,No,No,No,No,No,Yes,0,0,Answered,Missing: outside form routing,Answered,Answered,Answered,Missing: outside form routing,Answered,Missing: outside form routing,Missing: outside form routing,Answered,Answered,Missing: outside form routing,Missing: outside form routing,Answered,Missing: outside form routing,Missing: outside form routing,Answered,Missing: outside form routing,Missing: outside form routing,Missing: outside form routing,Yes
43,845193395,193cf96c-5600-418a-a725-1cc0b71069be,Masters 2nd year,,1,vpbFT9pkYfFQQ9Vck8AQdu,0,0,0,0,31,Kathmandu,No,No,No,No,No,Yes,0,0,Answered,Missing: outside form routing,Answered,Answered,Answered,Missing: outside form routing,Answered,Missing: outside form routing,Missing: outside form routing,Missing: outside form routing,Answered,Missing: outside form routing,Missing: outside form routing,Answered,Missing: outside form routing,Missing: outside form routing,Answered,Missing: outside form routing,Missing: outside form routing,Missing: outside form routing,Yes
44,845228364,853fd6c0-14db-4b54-a2bb-0eef9f108f8b,Masters 1st year,1,1,vpbFT9pkYfFQQ9Vck8AQdu,0,0,1,0,8,Banepa,No,No,No,No,No,No,0,0,Answered,Missing: outside form routing,Answered,Answered,Answered,Answered,Answered,Missing: outside form routing,Missing: outside form routing,Answered,Answered,Answered,Answered,Answered outside form routing,Answered,Answered,Answered,Answered,Answered,Missing: outside form routing,Yes
45,845228379,80c070d2-c6c0-4511-b389-95f71e8a515a,Bachelors 4th year,,1,vpbFT9pkYfFQQ9Vck8AQdu,0,0,0,0,8,Banepa,No,No,No,No,No,No,0,0,Answered,Missing: outside form routing,Answered,Answered,Missing: outside form routing,Missing: outside form routing,Answered,Missing: outside form routing,Missing: outside form routing,Answered,Answered,Missing: outside form routing,Missing: outside form routing,Answered,Missing: outside form routing,Missing: outside form routing,Answered,Missing: outside form routing,Missing: outside form routing,Missing: outside form routing,No
46,845228404,5a890924-1abd-4ea8-a401-7627753bdc9d,Masters 1st year,2,1,vpbFT9pkYfFQQ9Vck8AQdu,0,0,1,0,7,Banepa,No,No,No,No,No,No,0,0,Answered,Missing: outside form routing,Answered,Answered,Answered,Answered,Answered,Missing: outside form routing,Missing: outside form routing,Answered,Answered,Answered,Answered,Answered outside form routing,Answered,Answered,Answered,Answered,Answered,Missing: outside form routing,Yes
47,845341656,f4969ea4-9420-440b-807d-d8f6db1e36c6,Bachelors 3rd year,,1,vpbFT9pkYfFQQ9Vck8AQdu,0,0,1,1,,तारकेश्वर नगरपालिका,No,No,No,No,No,No,0,0,Answered,Missing: outside form routing,Answered,Answered,Missing: outside form routing,Missing: outside form routing,Answered,Missing: outside form routing,Answered,Missing: outside form routing,Answered,Answered,Missing: outside form routing,Answered outside form routing,Answered,Missing: outside form routing,Answered,Answered,Missing: outside form routing,Answered,Yes
48,845341674,416bdfb2-95e8-4ba5-abfb-6ee2e83b1b83,Bachelors 3rd year,,1,vpbFT9pkYfFQQ9Vck8AQdu,0,0,0,0,६,तारकेश्वर नगरपालिका,No,No,No,No,No,No,0,0,Answered,Missing: outside form routing,Answered,Answered,Missing: outside form routing,Missing: outside form routing,Answered,Answered,Missing: outside form routing,Answered,Answered,Missing: outside form routing,Missing: outside form routing,Answered,Missing: outside form routing,Missing: outside form routing,Answered,Missing: outside form routing,Missing: outside form routing,Missing: outside form routing,No
49,845341690,f2de063b-fa39-47e5-b621-b19c7ee90495,Bachelors 3rd year,,1,vpbFT9pkYfFQQ9Vck8AQdu,0,0,1,0,06,Tarakeshwor,No,No,No,No,No,No,0,0,Answered,Missing: outside form routing,Answered,Answered,Missing: outside form routing,Missing: outside form routing,Answered,Answered,Missing: outside form routing,Missing: outside form routing,Answered,Answered,Missing: outside form routing,Answered outside form routing,Answered,Missing: outside form routing,Answered,Answered,Missing: outside form routing,Missing: outside form routing,Yes
50,847507869,80e1ddcc-8bba-4b33-a449-1e3fe2392b98,Bachelors 2nd year,,1,vbyDnUDjDtHU4iAauqfqE5,0,0,0,0,4,Janakpur sub municipality,No,No,No,No,No,No,0,0,Answered,Missing: outside form routing,Answered,Answered,Missing: outside form routing,Missing: outside form routing,Answered,Missing: outside form routing,Missing: outside form routing,Answered,Answered,Missing: outside form routing,Missing: outside form routing,Answered,Missing: outside form routing,Missing: outside form routing,Answered,Missing: outside form routing,Missing: outside form routing,Missing: outside form routing,No
51,847507879,a8845481-318e-4ad6-ae89-5824fa35dd2a,Bachelors 1st year,,1,vbyDnUDjDtHU4iAauqfqE5,0,0,0,0,4,Janakpur sub municipality,No,No,No,No,No,No,0,0,Answered,Missing: outside form routing,Answered,Answered,Missing: outside form routing,Missing: outside form routing,Answered,Answered,Answered,Missing: outside form routing,Missing: outside form routing,Missing: outside form routing,Missing: outside form routing,Missing: outside form routing,Missing: outside form routing,Missing: outside form routing,Missing: outside form routing,Missing: outside form routing,Missing: outside form routing,Missing: outside form routing,No
52,847507892,ea2471b8-7a9d-4272-b51b-0f3e67fa1d20,Bachelors 1st year,,1,vbyDnUDjDtHU4iAauqfqE5,0,0,0,0,4,Janakpur sub municipality,No,No,No,No,No,No,0,0,Answered,Missing: outside form routing,Answered,Answered,Missing: outside form routing,Missing: outside form routing,Answered,Missing: outside form routing,Answered,Missing: outside form routing,Missing: outside form routing,Missing: outside form routing,Missing: outside form routing,Missing: outside form routing,Missing: outside form routing,Missing: outside form routing,Missing: outside form routing,Missing: outside form routing,Missing: outside form routing,Missing: outside form routing,No
53,847507899,09e9e373-2560-4e2c-b73b-4cf9f483ed26,Bachelors 1st year,,1,vbyDnUDjDtHU4iAauqfqE5,0,0,0,0,4,Janakpur sub municipality,No,No,No,No,No,No,0,0,Answered,Missing: outside form routing,Answered,Answered,Missing: outside form routing,Missing: outside form routing,Answered,Missing: outside form routing,Answered,Missing: outside form routing,Missing: outside form routing,Missing: outside form routing,Missing: outside form routing,Missing: outside form routing,Missing: outside form routing,Missing: outside form routing,Missing: outside form routing,Missing: outside form routing,Missing: outside form routing,Missing: outside form routing,No
54,847507907,9a8e5c5c-5022-4898-b1e2-36a4dd6cbff3,Bachelors 1st year,,1,vbyDnUDjDtHU4iAauqfqE5,0,0,0,0,4,Janakpur sub municipality,No,No,No,No,No,No,0,0,Answered,Missing: outside form routing,Answered,Answered,Missing: outside form routing,Missing: outside form routing,Answered,Answered,Missing: outside form routing,Answered,Missing: outside form routing,Missing: outside form routing,Missing: outside form routing,Missing: outside form routing,Missing: outside form routing,Missing: outside form routing,Missing: outside form routing,Missing: outside form routing,Missing: outside form routing,Missing: outside form routing,No
